Gene stable ID	Transcript stable ID	Gene description	GO term accession	GO term name
AAEL007699	AAEL007699-RA	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0003735	structural constituent of ribosome
AAEL007699	AAEL007699-RA	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0006412	translation
AAEL007699	AAEL007699-RA	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0005622	intracellular
AAEL007699	AAEL007699-RA	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0005840	ribosome
AAEL007699	AAEL007699-RA	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0019843	rRNA binding
AAEL007699	AAEL007699-RB	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0003735	structural constituent of ribosome
AAEL007699	AAEL007699-RB	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0006412	translation
AAEL007699	AAEL007699-RB	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0005622	intracellular
AAEL007699	AAEL007699-RB	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0005840	ribosome
AAEL007699	AAEL007699-RB	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0019843	rRNA binding
AAEL007699	AAEL007699-RC	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0003735	structural constituent of ribosome
AAEL007699	AAEL007699-RC	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0006412	translation
AAEL007699	AAEL007699-RC	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0005622	intracellular
AAEL007699	AAEL007699-RC	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0005840	ribosome
AAEL007699	AAEL007699-RC	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0019843	rRNA binding
AAEL007699	AAEL007699-RD	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0003735	structural constituent of ribosome
AAEL007699	AAEL007699-RD	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0006412	translation
AAEL007699	AAEL007699-RD	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0005622	intracellular
AAEL007699	AAEL007699-RD	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0005840	ribosome
AAEL007699	AAEL007699-RD	60S ribosomal protein L9 [Source:VB Community Annotation]	GO:0019843	rRNA binding
AAEL013140	AAEL013140-RA		GO:0006508	proteolysis
AAEL013140	AAEL013140-RA		GO:0004252	serine-type endopeptidase activity
AAEL000678	AAEL000678-RA	alpha-amylase [Source:VB Community Annotation]	GO:0005975	carbohydrate metabolic process
AAEL000678	AAEL000678-RA	alpha-amylase [Source:VB Community Annotation]	GO:0003824	catalytic activity
AAEL005848	AAEL005848-RA		GO:0005515	protein binding
AAEL005853	AAEL005853-RA	amino acid transporter [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL007311	AAEL007311-RA			
AAEL012954	AAEL012954-RA			
AAEL002916	AAEL002916-RA		GO:0005509	calcium ion binding
AAEL007121	AAEL007121-RA	tartan [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL007121	AAEL007121-RA	tartan [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL014031	AAEL014031-RA	protein phosphatase 2a, regulatory subunit [Source:VB Community Annotation]	GO:0005488	binding
AAEL014031	AAEL014031-RA	protein phosphatase 2a, regulatory subunit [Source:VB Community Annotation]	GO:0019888	protein phosphatase regulator activity
AAEL014031	AAEL014031-RA	protein phosphatase 2a, regulatory subunit [Source:VB Community Annotation]	GO:0000159	protein phosphatase type 2A complex
AAEL014031	AAEL014031-RA	protein phosphatase 2a, regulatory subunit [Source:VB Community Annotation]	GO:0007165	signal transduction
AAEL009963	AAEL009963-RA			
AAEL014655	AAEL014655-RA		GO:0005515	protein binding
AAEL015033	AAEL015033-RA			
AAEL002904	AAEL002904-RA	juvenile hormone-inducible protein, putative [Source:VB Community Annotation]		
AAEL009584	AAEL009584-RA	elg, drosophila [Source:VB Community Annotation]	GO:0006355	regulation of transcription, DNA-templated
AAEL009584	AAEL009584-RA	elg, drosophila [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL009584	AAEL009584-RA	elg, drosophila [Source:VB Community Annotation]	GO:0003700	transcription factor activity, sequence-specific DNA binding
AAEL009584	AAEL009584-RA	elg, drosophila [Source:VB Community Annotation]	GO:0043565	sequence-specific DNA binding
AAEL014924	AAEL014924-RB	cytochrome P450 [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL014924	AAEL014924-RB	cytochrome P450 [Source:VB Community Annotation]	GO:0055114	oxidation-reduction process
AAEL014924	AAEL014924-RB	cytochrome P450 [Source:VB Community Annotation]	GO:0004497	monooxygenase activity
AAEL014924	AAEL014924-RB	cytochrome P450 [Source:VB Community Annotation]	GO:0005506	iron ion binding
AAEL014924	AAEL014924-RB	cytochrome P450 [Source:VB Community Annotation]	GO:0020037	heme binding
AAEL014924	AAEL014924-RB	cytochrome P450 [Source:VB Community Annotation]	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
AAEL003542	AAEL003542-RA			
AAEL007308	AAEL007308-RA	glycosyltransferase [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL007308	AAEL007308-RA	glycosyltransferase [Source:VB Community Annotation]	GO:0016757	transferase activity, transferring glycosyl groups
AAEL007308	AAEL007308-RA	glycosyltransferase [Source:VB Community Annotation]	GO:0005789	endoplasmic reticulum membrane
AAEL010531	AAEL010531-RA		GO:0016021	integral component of membrane
AAEL000756	AAEL000756-RA			
AAEL003571	AAEL003571-RA	factor for adipocyte differentiation [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL003571	AAEL003571-RA	factor for adipocyte differentiation [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL001339	AAEL001339-RA		GO:0006368	transcription elongation from RNA polymerase II promoter
AAEL001339	AAEL001339-RA		GO:0016570	histone modification
AAEL001339	AAEL001339-RA		GO:0016593	Cdc73/Paf1 complex
AAEL017501	AAEL017501-RA			
AAEL007995	AAEL007995-RA		GO:0003677	DNA binding
AAEL007995	AAEL007995-RA		GO:0005634	nucleus
AAEL007995	AAEL007995-RA		GO:0003676	nucleic acid binding
AAEL003489	AAEL003489-RA		GO:0003676	nucleic acid binding
AAEL003489	AAEL003489-RA		GO:0016874	ligase activity
AAEL004287	AAEL004287-RA	fas-associated protein [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL006646	AAEL006646-RA			
AAEL012909	AAEL012909-RA		GO:0005509	calcium ion binding
AAEL015047	AAEL015047-RA		GO:0005634	nucleus
AAEL015047	AAEL015047-RA		GO:0006915	apoptotic process
AAEL004760	AAEL004760-RA	pupal cuticle protein, putative [Source:VB Community Annotation]	GO:0042302	structural constituent of cuticle
AAEL004904	AAEL004904-RA			
AAEL001464	AAEL001464-RA		GO:0016021	integral component of membrane
AAEL002990	AAEL002990-RA		GO:0016021	integral component of membrane
AAEL004490	AAEL004490-RA		GO:0016020	membrane
AAEL003701	AAEL003701-RA	actin-binding protein ipp [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL013628	AAEL013628-RA	trypsin-eta, putative [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL013628	AAEL013628-RA	trypsin-eta, putative [Source:VB Community Annotation]	GO:0004252	serine-type endopeptidase activity
AAEL006622	AAEL006622-RA	multidrug resistance-associated protein [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL006622	AAEL006622-RA	multidrug resistance-associated protein [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL006622	AAEL006622-RA	multidrug resistance-associated protein [Source:VB Community Annotation]	GO:0006810	transport
AAEL006622	AAEL006622-RA	multidrug resistance-associated protein [Source:VB Community Annotation]	GO:0055085	transmembrane transport
AAEL006622	AAEL006622-RA	multidrug resistance-associated protein [Source:VB Community Annotation]	GO:0042626	ATPase activity, coupled to transmembrane movement of substances
AAEL006622	AAEL006622-RA	multidrug resistance-associated protein [Source:VB Community Annotation]	GO:0016887	ATPase activity
AAEL011669	AAEL011669-RA		GO:0005524	ATP binding
AAEL011669	AAEL011669-RA		GO:0006468	protein phosphorylation
AAEL011669	AAEL011669-RA		GO:0004672	protein kinase activity
AAEL018188	AAEL018188-RA		GO:0016301	kinase activity
AAEL018188	AAEL018188-RA		GO:0060271	cilium assembly
AAEL018188	AAEL018188-RA		GO:0034454	microtubule anchoring at centrosome
AAEL018188	AAEL018188-RA		GO:0071539	protein localization to centrosome
AAEL018188	AAEL018188-RA		GO:0005813	centrosome
AAEL018188	AAEL018188-RA		GO:0005515	protein binding
AAEL018189	AAEL018189-RA	PCR Gastrin/Cholecystokinin Family [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL018189	AAEL018189-RA	PCR Gastrin/Cholecystokinin Family [Source:VB Community Annotation]	GO:0007186	G-protein coupled receptor signaling pathway
AAEL018189	AAEL018189-RA	PCR Gastrin/Cholecystokinin Family [Source:VB Community Annotation]	GO:0004930	G-protein coupled receptor activity
AAEL013085	AAEL013085-RA		GO:0003676	nucleic acid binding
AAEL005541	AAEL005541-RA	peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:VB Community Annotation]	GO:0003676	nucleic acid binding
AAEL005541	AAEL005541-RA	peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:VB Community Annotation]	GO:0006457	protein folding
AAEL005541	AAEL005541-RA	peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:VB Community Annotation]	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
AAEL003801	AAEL003801-RA	28S ribosomal protein S5 [Source:VB Community Annotation]	GO:0003735	structural constituent of ribosome
AAEL003801	AAEL003801-RA	28S ribosomal protein S5 [Source:VB Community Annotation]	GO:0006412	translation
AAEL003801	AAEL003801-RA	28S ribosomal protein S5 [Source:VB Community Annotation]	GO:0005840	ribosome
AAEL003801	AAEL003801-RA	28S ribosomal protein S5 [Source:VB Community Annotation]	GO:0003723	RNA binding
AAEL014389	AAEL014389-RA		GO:0008270	zinc ion binding
AAEL014389	AAEL014389-RA		GO:0006355	regulation of transcription, DNA-templated
AAEL014389	AAEL014389-RA		GO:0005634	nucleus
AAEL008779	AAEL008779-RA			
AAEL018281	AAEL018281-RA		GO:0008270	zinc ion binding
AAEL018281	AAEL018281-RA		GO:0016021	integral component of membrane
AAEL018282	AAEL018282-RA		GO:0003676	nucleic acid binding
AAEL018282	AAEL018282-RA		GO:0005515	protein binding
AAEL017050	AAEL017050-RA	odorant receptor [Source:VB Community Annotation]		
AAEL011772	AAEL011772-RA	DNA repair protein rad50 [Source:VB Community Annotation]		
AAEL006699	AAEL006699-RA	fibrinogen and fibronectin [Source:VB Community Annotation]		
AAEL000956	AAEL000956-RA		GO:0035091	phosphatidylinositol binding
AAEL000956	AAEL000956-RB		GO:0035091	phosphatidylinositol binding
AAEL009635	AAEL009635-RA			
AAEL002846	AAEL002846-RA	inositol triphosphate 3-kinase c [Source:VB Community Annotation]	GO:0008440	inositol-1,4,5-trisphosphate 3-kinase activity
AAEL002522	AAEL002522-RA	adenosine deaminase acting on RNA (adar)-2 [Source:VB Community Annotation]	GO:0003723	RNA binding
AAEL002522	AAEL002522-RA	adenosine deaminase acting on RNA (adar)-2 [Source:VB Community Annotation]	GO:0006396	RNA processing
AAEL002522	AAEL002522-RA	adenosine deaminase acting on RNA (adar)-2 [Source:VB Community Annotation]	GO:0004000	adenosine deaminase activity
AAEL013234	AAEL013234-RA	mrp4, putative [Source:VB Community Annotation]	GO:0007098	centrosome cycle
AAEL013234	AAEL013234-RA	mrp4, putative [Source:VB Community Annotation]	GO:0005813	centrosome
AAEL008786	AAEL008786-RA	caax prenyl protease ste24 [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL008786	AAEL008786-RA	caax prenyl protease ste24 [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL008786	AAEL008786-RA	caax prenyl protease ste24 [Source:VB Community Annotation]	GO:0004222	metalloendopeptidase activity
AAEL008786	AAEL008786-RA	caax prenyl protease ste24 [Source:VB Community Annotation]	GO:0008233	peptidase activity
AAEL008786	AAEL008786-RA	caax prenyl protease ste24 [Source:VB Community Annotation]	GO:0071586	CAAX-box protein processing
AAEL012870	AAEL012870-RA		GO:0008080	N-acetyltransferase activity
AAEL006690	AAEL006690-RA	ribbon [Source:VB Community Annotation]	GO:0003677	DNA binding
AAEL006690	AAEL006690-RA	ribbon [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL010931	AAEL010931-RA			
AAEL010931	AAEL010931-RC			
AAEL010931	AAEL010931-RB			
AAEL003136	AAEL003136-RA	copper chaperone Atox1, putative [Source:VB Community Annotation]	GO:0046872	metal ion binding
AAEL003136	AAEL003136-RA	copper chaperone Atox1, putative [Source:VB Community Annotation]	GO:0030001	metal ion transport
AAEL014648	AAEL014648-RA			
AAEL004254	AAEL004254-RA		GO:0006355	regulation of transcription, DNA-templated
AAEL004254	AAEL004254-RA		GO:0046983	protein dimerization activity
AAEL004254	AAEL004254-RA		GO:0030182	neuron differentiation
AAEL002280	AAEL002280-RA	ctl2 [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL003676	AAEL003676-RB	myosin I homologue, putative [Source:VB Community Annotation]	GO:0003676	nucleic acid binding
AAEL003676	AAEL003676-RA	myosin I homologue, putative [Source:VB Community Annotation]	GO:0003676	nucleic acid binding
AAEL012875	AAEL012875-RA	snare protein sec22 [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL012875	AAEL012875-RA	snare protein sec22 [Source:VB Community Annotation]	GO:0006810	transport
AAEL012875	AAEL012875-RA	snare protein sec22 [Source:VB Community Annotation]	GO:0016192	vesicle-mediated transport
AAEL004985	AAEL004985-RA	house keepingprotein, putative [Source:VB Community Annotation]	GO:0005777	peroxisome
AAEL004985	AAEL004985-RB	house keepingprotein, putative [Source:VB Community Annotation]	GO:0005777	peroxisome
AAEL006462	AAEL006462-RA	TFIID subunit TAFII55, putative [Source:VB Community Annotation]	GO:0006367	transcription initiation from RNA polymerase II promoter
AAEL006462	AAEL006462-RA	TFIID subunit TAFII55, putative [Source:VB Community Annotation]	GO:0005669	transcription factor TFIID complex
AAEL018708	AAEL018708-RA			
AAEL018193	AAEL018193-RA		GO:0005634	nucleus
AAEL018193	AAEL018193-RA		GO:0046982	protein heterodimerization activity
AAEL011493	AAEL011493-RA	WD-repeat protein [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL010631	AAEL010631-RA		GO:0016021	integral component of membrane
AAEL001873	AAEL001873-RA			
AAEL011473	AAEL011473-RA	chromatin regulatory protein sir2 [Source:VB Community Annotation]	GO:0070403	NAD+ binding
AAEL003098	AAEL003098-RA	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL003098	AAEL003098-RA	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]	GO:0008152	metabolic process
AAEL003098	AAEL003098-RA	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]	GO:0016758	transferase activity, transferring hexosyl groups
AAEL003098	AAEL003098-RA	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]	GO:0015020	glucuronosyltransferase activity
AAEL007285	AAEL007285-RA		GO:0003677	DNA binding
AAEL005229	AAEL005229-RA	ptpla domain protein [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL005229	AAEL005229-RA	ptpla domain protein [Source:VB Community Annotation]	GO:0006633	fatty acid biosynthetic process
AAEL005229	AAEL005229-RA	ptpla domain protein [Source:VB Community Annotation]	GO:0005789	endoplasmic reticulum membrane
AAEL005229	AAEL005229-RA	ptpla domain protein [Source:VB Community Annotation]	GO:0102345	3-hydroxy-lignoceroyl-CoA dehydratase activity
AAEL005229	AAEL005229-RA	ptpla domain protein [Source:VB Community Annotation]	GO:0102344	3-hydroxy-behenoyl-CoA dehydratase activity
AAEL005229	AAEL005229-RA	ptpla domain protein [Source:VB Community Annotation]	GO:0102343	
AAEL007345	AAEL007345-RA	cyclic-nucleotide-gated cation channel [Source:VB Community Annotation]	GO:0016020	membrane
AAEL007345	AAEL007345-RA	cyclic-nucleotide-gated cation channel [Source:VB Community Annotation]	GO:0006811	ion transport
AAEL007345	AAEL007345-RA	cyclic-nucleotide-gated cation channel [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL007345	AAEL007345-RA	cyclic-nucleotide-gated cation channel [Source:VB Community Annotation]	GO:0005216	ion channel activity
AAEL007345	AAEL007345-RA	cyclic-nucleotide-gated cation channel [Source:VB Community Annotation]	GO:0055085	transmembrane transport
AAEL012730	AAEL012730-RA	dbl [Source:VB Community Annotation]	GO:0005622	intracellular
AAEL012730	AAEL012730-RA	dbl [Source:VB Community Annotation]	GO:0005089	Rho guanyl-nucleotide exchange factor activity
AAEL012730	AAEL012730-RA	dbl [Source:VB Community Annotation]	GO:0035023	regulation of Rho protein signal transduction
AAEL012730	AAEL012730-RA	dbl [Source:VB Community Annotation]	GO:0035556	intracellular signal transduction
AAEL012730	AAEL012730-RA	dbl [Source:VB Community Annotation]	GO:0005085	guanyl-nucleotide exchange factor activity
AAEL012730	AAEL012730-RA	dbl [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL002865	AAEL002865-RA		GO:0016021	integral component of membrane
AAEL001566	AAEL001566-RA	bone morphogenetic protein [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL001566	AAEL001566-RA	bone morphogenetic protein [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL001566	AAEL001566-RA	bone morphogenetic protein [Source:VB Community Annotation]	GO:0005509	calcium ion binding
AAEL001566	AAEL001566-RA	bone morphogenetic protein [Source:VB Community Annotation]	GO:0004222	metalloendopeptidase activity
AAEL001566	AAEL001566-RA	bone morphogenetic protein [Source:VB Community Annotation]	GO:0008237	metallopeptidase activity
AAEL013970	AAEL013970-RA	Defective in cullin neddylation protein [Source:UniProtKB/TrEMBL;Acc:Q16HN1]		
AAEL015447	AAEL015447-RA			
AAEL010754	AAEL010754-RA		GO:0016021	integral component of membrane
AAEL009399	AAEL009399-RA		GO:0005515	protein binding
AAEL009107	AAEL009107-RA	vacuolar protein sorting-associated protein (vps13) [Source:VB Community Annotation]		
AAEL002062	AAEL002062-RB	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0003677	DNA binding
AAEL002062	AAEL002062-RB	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0003707	steroid hormone receptor activity
AAEL002062	AAEL002062-RB	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL002062	AAEL002062-RB	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0006355	regulation of transcription, DNA-templated
AAEL002062	AAEL002062-RB	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL002062	AAEL002062-RB	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0003700	transcription factor activity, sequence-specific DNA binding
AAEL002062	AAEL002062-RB	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0043565	sequence-specific DNA binding
AAEL002062	AAEL002062-RB	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0006351	transcription, DNA-templated
AAEL002062	AAEL002062-RB	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0043401	steroid hormone mediated signaling pathway
AAEL002062	AAEL002062-RA	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0003677	DNA binding
AAEL002062	AAEL002062-RA	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0003707	steroid hormone receptor activity
AAEL002062	AAEL002062-RA	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL002062	AAEL002062-RA	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0006355	regulation of transcription, DNA-templated
AAEL002062	AAEL002062-RA	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL002062	AAEL002062-RA	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0003700	transcription factor activity, sequence-specific DNA binding
AAEL002062	AAEL002062-RA	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0043565	sequence-specific DNA binding
AAEL002062	AAEL002062-RA	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0006351	transcription, DNA-templated
AAEL002062	AAEL002062-RA	Betha Ftz transcription factor isoform A (nuclear receptor) [Source:VB Community Annotation]	GO:0043401	steroid hormone mediated signaling pathway
AAEL005850	AAEL005850-RA	Hormone receptor-like in 4 (nuclear receptor) [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL005850	AAEL005850-RA	Hormone receptor-like in 4 (nuclear receptor) [Source:VB Community Annotation]	GO:0006355	regulation of transcription, DNA-templated
AAEL005850	AAEL005850-RA	Hormone receptor-like in 4 (nuclear receptor) [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL005850	AAEL005850-RA	Hormone receptor-like in 4 (nuclear receptor) [Source:VB Community Annotation]	GO:0003700	transcription factor activity, sequence-specific DNA binding
AAEL005850	AAEL005850-RA	Hormone receptor-like in 4 (nuclear receptor) [Source:VB Community Annotation]	GO:0043565	sequence-specific DNA binding
AAEL005850	AAEL005850-RA	Hormone receptor-like in 4 (nuclear receptor) [Source:VB Community Annotation]	GO:0006351	transcription, DNA-templated
AAEL005850	AAEL005850-RA	Hormone receptor-like in 4 (nuclear receptor) [Source:VB Community Annotation]	GO:0043401	steroid hormone mediated signaling pathway
AAEL013527	AAEL013527-RB	U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q16IW3]	GO:0008270	zinc ion binding
AAEL013527	AAEL013527-RB	U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q16IW3]	GO:0005634	nucleus
AAEL013527	AAEL013527-RB	U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q16IW3]	GO:0003676	nucleic acid binding
AAEL013527	AAEL013527-RB	U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q16IW3]	GO:0000398	mRNA splicing, via spliceosome
AAEL013527	AAEL013527-RB	U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q16IW3]	GO:0005685	U1 snRNP
AAEL013527	AAEL013527-RB	U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q16IW3]	GO:0000387	spliceosomal snRNP assembly
AAEL013527	AAEL013527-RA	U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q16IW3]	GO:0008270	zinc ion binding
AAEL013527	AAEL013527-RA	U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q16IW3]	GO:0005634	nucleus
AAEL013527	AAEL013527-RA	U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q16IW3]	GO:0003723	RNA binding
AAEL013527	AAEL013527-RA	U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q16IW3]	GO:0003676	nucleic acid binding
AAEL013527	AAEL013527-RA	U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q16IW3]	GO:0000398	mRNA splicing, via spliceosome
AAEL013527	AAEL013527-RA	U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q16IW3]	GO:0005685	U1 snRNP
AAEL013527	AAEL013527-RA	U1 small nuclear ribonucleoprotein C [Source:UniProtKB/Swiss-Prot;Acc:Q16IW3]	GO:0000387	spliceosomal snRNP assembly
AAEL013147	AAEL013147-RA		GO:0016020	membrane
AAEL013147	AAEL013147-RA		GO:0016021	integral component of membrane
AAEL013147	AAEL013147-RA		GO:0005509	calcium ion binding
AAEL013147	AAEL013147-RA		GO:0007016	cytoskeletal anchoring at plasma membrane
AAEL013147	AAEL013147-RA		GO:0016010	dystrophin-associated glycoprotein complex
AAEL003885	AAEL003885-RA		GO:0005737	cytoplasm
AAEL004170	AAEL004170-RB		GO:0008270	zinc ion binding
AAEL004170	AAEL004170-RB		GO:0005634	nucleus
AAEL004170	AAEL004170-RB		GO:0003676	nucleic acid binding
AAEL004170	AAEL004170-RA		GO:0008270	zinc ion binding
AAEL004170	AAEL004170-RA		GO:0005634	nucleus
AAEL004170	AAEL004170-RA		GO:0003676	nucleic acid binding
AAEL010656	AAEL010656-RA	leucine-rich immune protein (Short) [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL003084	AAEL003084-RA	dolichyl-phosphate beta-D-mannosyltransferase, putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL003084	AAEL003084-RA	dolichyl-phosphate beta-D-mannosyltransferase, putative [Source:VB Community Annotation]	GO:0016740	transferase activity
AAEL001021	AAEL001021-RA		GO:0005576	extracellular region
AAEL001021	AAEL001021-RA		GO:0008061	chitin binding
AAEL001021	AAEL001021-RA		GO:0006030	chitin metabolic process
AAEL003684	AAEL003684-RA	ku P80 DNA helicase [Source:VB Community Annotation]	GO:0003677	DNA binding
AAEL003684	AAEL003684-RA	ku P80 DNA helicase [Source:VB Community Annotation]	GO:0005634	nucleus
AAEL003684	AAEL003684-RA	ku P80 DNA helicase [Source:VB Community Annotation]	GO:0003684	damaged DNA binding
AAEL003684	AAEL003684-RA	ku P80 DNA helicase [Source:VB Community Annotation]	GO:0006310	DNA recombination
AAEL003684	AAEL003684-RA	ku P80 DNA helicase [Source:VB Community Annotation]	GO:0004003	ATP-dependent DNA helicase activity
AAEL003684	AAEL003684-RA	ku P80 DNA helicase [Source:VB Community Annotation]	GO:0006303	double-strand break repair via nonhomologous end joining
AAEL003684	AAEL003684-RA	ku P80 DNA helicase [Source:VB Community Annotation]	GO:0016817	hydrolase activity, acting on acid anhydrides
AAEL003684	AAEL003684-RA	ku P80 DNA helicase [Source:VB Community Annotation]	GO:0000723	telomere maintenance
AAEL003684	AAEL003684-RA	ku P80 DNA helicase [Source:VB Community Annotation]	GO:0042162	telomeric DNA binding
AAEL003684	AAEL003684-RA	ku P80 DNA helicase [Source:VB Community Annotation]	GO:0043564	Ku70:Ku80 complex
AAEL000508	AAEL000508-RA	fibrinogen and fibronectin [Source:VB Community Annotation]		
AAEL005965	AAEL005965-RA	presenilin enhancer, putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL008164	AAEL008164-RA		GO:0003723	RNA binding
AAEL008164	AAEL008164-RA		GO:0003676	nucleic acid binding
AAEL005238	AAEL005238-RA	mck1 [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL005238	AAEL005238-RA	mck1 [Source:VB Community Annotation]	GO:0006468	protein phosphorylation
AAEL005238	AAEL005238-RA	mck1 [Source:VB Community Annotation]	GO:0004674	protein serine/threonine kinase activity
AAEL005238	AAEL005238-RA	mck1 [Source:VB Community Annotation]	GO:0004672	protein kinase activity
AAEL002560	AAEL002560-RB			
AAEL002560	AAEL002560-RA			
AAEL000950	AAEL000950-RA			
AAEL011023	AAEL011023-RA		GO:0003676	nucleic acid binding
AAEL006921	AAEL006921-RA	calmodulin [Source:VB Community Annotation]	GO:0005509	calcium ion binding
AAEL000868	AAEL000868-RA		GO:0007605	sensory perception of sound
AAEL000868	AAEL000868-RA		GO:0050953	sensory perception of light stimulus
