NCBI gene ID	Gene description	GOSlim GOA Accession(s)	GOSlim GOA Description
5572854	xpa-binding protein 1 (mbdin) [Source:VB Community Annotation]	GO:0003674	molecular_function
5572854	xpa-binding protein 1 (mbdin) [Source:VB Community Annotation]	GO:0005622	intracellular
5572854	xpa-binding protein 1 (mbdin) [Source:VB Community Annotation]	GO:0005623	cell
5572854	xpa-binding protein 1 (mbdin) [Source:VB Community Annotation]	GO:0043167	ion binding
5572854	xpa-binding protein 1 (mbdin) [Source:VB Community Annotation]	GO:0005575	cellular_component
5572854	xpa-binding protein 1 (mbdin) [Source:VB Community Annotation]	GO:0005737	cytoplasm
5572854	xpa-binding protein 1 (mbdin) [Source:VB Community Annotation]	GO:0043226	organelle
5572854	xpa-binding protein 1 (mbdin) [Source:VB Community Annotation]	GO:0005634	nucleus
5577602	pupal cuticle protein 78E, putative [Source:VB Community Annotation]	GO:0005198	structural molecule activity
5577602	pupal cuticle protein 78E, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
110681203		GO:0003674	molecular_function
5566533		GO:0003674	molecular_function
5566533		GO:0005575	cellular_component
5566533		GO:0005622	intracellular
5566533		GO:0005623	cell
5566533		GO:0005694	chromosome
5566533		GO:0043226	organelle
5566533		GO:0007049	cell cycle
5566533		GO:0007059	chromosome segregation
5566533		GO:0008150	biological_process
5566533		GO:0051276	chromosome organization
5566533		GO:0032991	protein-containing complex
5573046	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5573046	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5573046	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]	GO:0043167	ion binding
5573046	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]	GO:0008150	biological_process
5573046	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]	GO:0003677	DNA binding
5573046	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]	GO:0003700	DNA-binding transcription factor activity
5573046	transcription factor GATA-4 (GATA binding factor-4) [Source:VB Community Annotation]	GO:0003674	molecular_function
5573855	carboxypeptidase [Source:VB Community Annotation]	GO:0043167	ion binding
5573855	carboxypeptidase [Source:VB Community Annotation]	GO:0008150	biological_process
5573855	carboxypeptidase [Source:VB Community Annotation]	GO:0003674	molecular_function
5573855	carboxypeptidase [Source:VB Community Annotation]	GO:0008233	peptidase activity
5571122		GO:0005575	cellular_component
5575519		GO:0005575	cellular_component
5575519		GO:0006629	lipid metabolic process
5575519		GO:0008150	biological_process
5575519		GO:0009058	biosynthetic process
5575519		GO:0003674	molecular_function
5575519		GO:0016746	transferase activity, transferring acyl groups
5570781	Zinc metalloprotease [Source:UniProtKB/TrEMBL;Acc:A0A1S4FK06]	GO:0003674	molecular_function
5570781	Zinc metalloprotease [Source:UniProtKB/TrEMBL;Acc:A0A1S4FK06]	GO:0005575	cellular_component
5570781	Zinc metalloprotease [Source:UniProtKB/TrEMBL;Acc:A0A1S4FK06]	GO:0008233	peptidase activity
5570781	Zinc metalloprotease [Source:UniProtKB/TrEMBL;Acc:A0A1S4FK06]	GO:0008150	biological_process
5571026	F-box/SPRY domain-containing protein 1 [Source:VB Community Annotation]	GO:0003674	molecular_function
5578270		GO:0003674	molecular_function
5578270		GO:0007155	cell adhesion
5578270		GO:0008150	biological_process
5578270		GO:0043167	ion binding
5578270		GO:0005575	cellular_component
5575330	Proacrosin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4F2B4]	GO:0008150	biological_process
5575330	Proacrosin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4F2B4]	GO:0008233	peptidase activity
5575330	Proacrosin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4F2B4]	GO:0003674	molecular_function
110678237	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0003674	molecular_function
110678237	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0003677	DNA binding
110678237	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0032991	protein-containing complex
110678237	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0043226	organelle
110678237	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005622	intracellular
110678237	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005623	cell
110678237	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005694	chromosome
110678237	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005575	cellular_component
110678237	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	GO:0005634	nucleus
110677147		GO:0003674	molecular_function
5569043		GO:0003674	molecular_function
5569043		GO:0003723	RNA binding
5569043		GO:0006412	translation
5569043		GO:0008150	biological_process
5569043		GO:0009058	biosynthetic process
5569043		GO:0034641	cellular nitrogen compound metabolic process
5575549	Matrix metalloproteinase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F2E3]	GO:0008150	biological_process
5575549	Matrix metalloproteinase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F2E3]	GO:0031012	extracellular matrix
5575549	Matrix metalloproteinase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F2E3]	GO:0043167	ion binding
5575549	Matrix metalloproteinase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F2E3]	GO:0003674	molecular_function
5575549	Matrix metalloproteinase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F2E3]	GO:0008233	peptidase activity
5575549	Matrix metalloproteinase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F2E3]	GO:0005575	cellular_component
5575549	Matrix metalloproteinase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F2E3]	GO:0005576	extracellular region
5575674	testisin precursor, putative [Source:VB Community Annotation]	GO:0008233	peptidase activity
5575674	testisin precursor, putative [Source:VB Community Annotation]	GO:0008150	biological_process
5575674	testisin precursor, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
110681115		GO:0003674	molecular_function
23687622		GO:0008150	biological_process
23687622		GO:0005575	cellular_component
23687622		GO:0050877	nervous system process
5567908	ribose-phosphate pyrophosphokinase 1,2 [Source:VB Community Annotation]	GO:0003674	molecular_function
5567908	ribose-phosphate pyrophosphokinase 1,2 [Source:VB Community Annotation]	GO:0043167	ion binding
5567908	ribose-phosphate pyrophosphokinase 1,2 [Source:VB Community Annotation]	GO:0044281	small molecule metabolic process
5567908	ribose-phosphate pyrophosphokinase 1,2 [Source:VB Community Annotation]	GO:0008150	biological_process
5567908	ribose-phosphate pyrophosphokinase 1,2 [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5567908	ribose-phosphate pyrophosphokinase 1,2 [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5576758		GO:0003735	structural constituent of ribosome
5576758		GO:0005198	structural molecule activity
5576758		GO:0003674	molecular_function
5576758		GO:0005622	intracellular
5576758		GO:0005623	cell
5576758		GO:0005737	cytoplasm
5576758		GO:0005840	ribosome
5576758		GO:0032991	protein-containing complex
5576758		GO:0043226	organelle
5576758		GO:0005575	cellular_component
5576758		GO:0009058	biosynthetic process
5576758		GO:0034641	cellular nitrogen compound metabolic process
5576758		GO:0006412	translation
5576758		GO:0008150	biological_process
5566857	dimethylaniline monooxygenase [Source:VB Community Annotation]	GO:0016491	oxidoreductase activity
5566857	dimethylaniline monooxygenase [Source:VB Community Annotation]	GO:0008150	biological_process
5566857	dimethylaniline monooxygenase [Source:VB Community Annotation]	GO:0043167	ion binding
5566857	dimethylaniline monooxygenase [Source:VB Community Annotation]	GO:0003674	molecular_function
5566382		GO:0007165	signal transduction
5566382		GO:0008150	biological_process
5566382		GO:0003674	molecular_function
5566382		GO:0019899	enzyme binding
5564615	embryonic ectoderm development protein [Source:VB Community Annotation]	GO:0005575	cellular_component
5564615	embryonic ectoderm development protein [Source:VB Community Annotation]	GO:0005623	cell
5564615	embryonic ectoderm development protein [Source:VB Community Annotation]	GO:0005634	nucleus
5564615	embryonic ectoderm development protein [Source:VB Community Annotation]	GO:0005622	intracellular
5564615	embryonic ectoderm development protein [Source:VB Community Annotation]	GO:0043226	organelle
5564615	embryonic ectoderm development protein [Source:VB Community Annotation]	GO:0005654	nucleoplasm
5564615	embryonic ectoderm development protein [Source:VB Community Annotation]	GO:0008150	biological_process
5564615	embryonic ectoderm development protein [Source:VB Community Annotation]	GO:0051276	chromosome organization
5564615	embryonic ectoderm development protein [Source:VB Community Annotation]	GO:0006464	cellular protein modification process
5564615	embryonic ectoderm development protein [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5564615	embryonic ectoderm development protein [Source:VB Community Annotation]	GO:0003674	molecular_function
5574311		GO:0003674	molecular_function
5574311		GO:0008150	biological_process
5574311		GO:0007165	signal transduction
5577917		GO:0003674	molecular_function
5577917		GO:0043167	ion binding
5577917		GO:0016791	phosphatase activity
5577917		GO:0008150	biological_process
5577917		GO:0006464	cellular protein modification process
5566768	exostosin-2 [Source:VB Community Annotation]	GO:0003674	molecular_function
5566768	exostosin-2 [Source:VB Community Annotation]	GO:0005575	cellular_component
5566768	exostosin-2 [Source:VB Community Annotation]	GO:0006790	sulfur compound metabolic process
5566768	exostosin-2 [Source:VB Community Annotation]	GO:0016757	transferase activity, transferring glycosyl groups
5566768	exostosin-2 [Source:VB Community Annotation]	GO:0006464	cellular protein modification process
5566768	exostosin-2 [Source:VB Community Annotation]	GO:0008150	biological_process
5566768	exostosin-2 [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5566768	exostosin-2 [Source:VB Community Annotation]	GO:0005975	carbohydrate metabolic process
5566768	exostosin-2 [Source:VB Community Annotation]	GO:0044281	small molecule metabolic process
5569462		GO:0008150	biological_process
5569462		GO:0006464	cellular protein modification process
5569462		GO:0003674	molecular_function
5569462		GO:0043167	ion binding
5566384	transcription factor castor (protein ming) [Source:VB Community Annotation]	GO:0003674	molecular_function
5566384	transcription factor castor (protein ming) [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5566384	transcription factor castor (protein ming) [Source:VB Community Annotation]	GO:0008150	biological_process
5566384	transcription factor castor (protein ming) [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5576455	leucine-rich immune protein (Short) [Source:VB Community Annotation]	GO:0003674	molecular_function
110681130		GO:0016791	phosphatase activity
110681130		GO:0003674	molecular_function
110681130		GO:0005737	cytoplasm
110681130		GO:0005575	cellular_component
110681130		GO:0005623	cell
110681130		GO:0005622	intracellular
110681130		GO:0006464	cellular protein modification process
110681130		GO:0008150	biological_process
5565439	zinc finger protein [Source:VB Community Annotation]	GO:0003674	molecular_function
5569939		GO:0003674	molecular_function
5569939		GO:0003700	DNA-binding transcription factor activity
5569939		GO:0003677	DNA binding
5569939		GO:0034641	cellular nitrogen compound metabolic process
5569939		GO:0008150	biological_process
5569939		GO:0007165	signal transduction
5569939		GO:0009058	biosynthetic process
5569939		GO:0043167	ion binding
5569939		GO:0005623	cell
5569939		GO:0005622	intracellular
5569939		GO:0043226	organelle
5569939		GO:0005634	nucleus
5569939		GO:0005575	cellular_component
5565537	glycerol kinase [Source:VB Community Annotation]	GO:0003674	molecular_function
5565537	glycerol kinase [Source:VB Community Annotation]	GO:0008150	biological_process
5565537	glycerol kinase [Source:VB Community Annotation]	GO:0005975	carbohydrate metabolic process
5565537	glycerol kinase [Source:VB Community Annotation]	GO:0016301	kinase activity
5574257		GO:0003674	molecular_function
5576828	peptidylprolyl isomerase [Source:VB Community Annotation]	GO:0003674	molecular_function
5578912	monocarboxylate transporter [Source:VB Community Annotation]	GO:0055085	transmembrane transport
5578912	monocarboxylate transporter [Source:VB Community Annotation]	GO:0006810	transport
5578912	monocarboxylate transporter [Source:VB Community Annotation]	GO:0008150	biological_process
5578912	monocarboxylate transporter [Source:VB Community Annotation]	GO:0005575	cellular_component
5573992		GO:0003674	molecular_function
5573992		GO:0003677	DNA binding
5575134	serine/threonine-protein kinase vrk [Source:VB Community Annotation]	GO:0003674	molecular_function
5575134	serine/threonine-protein kinase vrk [Source:VB Community Annotation]	GO:0008150	biological_process
5575134	serine/threonine-protein kinase vrk [Source:VB Community Annotation]	GO:0006464	cellular protein modification process
5575134	serine/threonine-protein kinase vrk [Source:VB Community Annotation]	GO:0016301	kinase activity
5575134	serine/threonine-protein kinase vrk [Source:VB Community Annotation]	GO:0043167	ion binding
5576514		GO:0003700	DNA-binding transcription factor activity
5576514		GO:0003674	molecular_function
5576514		GO:0009058	biosynthetic process
5576514		GO:0008150	biological_process
5576514		GO:0034641	cellular nitrogen compound metabolic process
5576514		GO:0005575	cellular_component
5576514		GO:0043226	organelle
5576514		GO:0005737	cytoplasm
5576514		GO:0032991	protein-containing complex
5576514		GO:0005622	intracellular
5576514		GO:0005623	cell
5576514		GO:0005634	nucleus
5575615		GO:0005623	cell
5575615		GO:0005622	intracellular
5575615		GO:0005856	cytoskeleton
5575615		GO:0005575	cellular_component
5575615		GO:0003674	molecular_function
5575615		GO:0043226	organelle
5575615		GO:0007165	signal transduction
5575615		GO:0008150	biological_process
5566213		GO:0005622	intracellular
5566213		GO:0043226	organelle
5566213		GO:0005635	nuclear envelope
5566213		GO:0005634	nucleus
5566213		GO:0005623	cell
5566213		GO:0005575	cellular_component
5568152		GO:0034641	cellular nitrogen compound metabolic process
5568152		GO:0008150	biological_process
5568152		GO:0009058	biosynthetic process
5568152		GO:0003677	DNA binding
5568152		GO:0003674	molecular_function
5578495	atbf1 [Source:VB Community Annotation]	GO:0003674	molecular_function
5578495	atbf1 [Source:VB Community Annotation]	GO:0003677	DNA binding
5578495	atbf1 [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5578495	atbf1 [Source:VB Community Annotation]	GO:0008150	biological_process
5578495	atbf1 [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5578495	atbf1 [Source:VB Community Annotation]	GO:0043167	ion binding
5579326	mitochondrial import inner membrane translocase subunit tim17 [Source:VB Community Annotation]	GO:0005575	cellular_component
5568271	lumbrokinase-3(1) precursor, putative [Source:VB Community Annotation]	GO:0008233	peptidase activity
5568271	lumbrokinase-3(1) precursor, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
5568271	lumbrokinase-3(1) precursor, putative [Source:VB Community Annotation]	GO:0008150	biological_process
5566886	protein kinase c [Source:VB Community Annotation]	GO:0008150	biological_process
5566886	protein kinase c [Source:VB Community Annotation]	GO:0007165	signal transduction
5566886	protein kinase c [Source:VB Community Annotation]	GO:0006464	cellular protein modification process
5566886	protein kinase c [Source:VB Community Annotation]	GO:0016301	kinase activity
5566886	protein kinase c [Source:VB Community Annotation]	GO:0043167	ion binding
5566886	protein kinase c [Source:VB Community Annotation]	GO:0003674	molecular_function
110674709	Putative bisphosphate 3'-nucleotidase bpnt1/inositol polyphosphate 1-phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A0P6IYC3]	GO:0008150	biological_process
110674709	Putative bisphosphate 3'-nucleotidase bpnt1/inositol polyphosphate 1-phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A0P6IYC3]	GO:0006629	lipid metabolic process
5573027	axonemal dynein intermediate chain [Source:VB Community Annotation]	GO:0003674	molecular_function
5571701	mitochondrial ribosome recycling factor [Source:VB Community Annotation]	GO:0006412	translation
5571701	mitochondrial ribosome recycling factor [Source:VB Community Annotation]	GO:0008150	biological_process
5571701	mitochondrial ribosome recycling factor [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5571701	mitochondrial ribosome recycling factor [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5569619	Sec24B protein, putative [Source:VB Community Annotation]	GO:0043167	ion binding
5569619	Sec24B protein, putative [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5569619	Sec24B protein, putative [Source:VB Community Annotation]	GO:0008150	biological_process
5569619	Sec24B protein, putative [Source:VB Community Annotation]	GO:0016192	vesicle-mediated transport
5569619	Sec24B protein, putative [Source:VB Community Annotation]	GO:0006810	transport
5569619	Sec24B protein, putative [Source:VB Community Annotation]	GO:0005737	cytoplasm
5569619	Sec24B protein, putative [Source:VB Community Annotation]	GO:0031410	cytoplasmic vesicle
5569619	Sec24B protein, putative [Source:VB Community Annotation]	GO:0043226	organelle
5569619	Sec24B protein, putative [Source:VB Community Annotation]	GO:0005622	intracellular
5569619	Sec24B protein, putative [Source:VB Community Annotation]	GO:0005575	cellular_component
5569619	Sec24B protein, putative [Source:VB Community Annotation]	GO:0005623	cell
5569619	Sec24B protein, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
110677026		GO:0003674	molecular_function
110677026		GO:0008150	biological_process
110677026		GO:0006810	transport
110677026		GO:0032991	protein-containing complex
110677026		GO:0005886	plasma membrane
110677026		GO:0055085	transmembrane transport
110677026		GO:0065003	protein-containing complex assembly
110677026		GO:0022607	cellular component assembly
110677026		GO:0005623	cell
110677026		GO:0022857	transmembrane transporter activity
110677026		GO:0005575	cellular_component
5566375	myotubularin-related protein 2 [Source:VB Community Annotation]	GO:0006464	cellular protein modification process
5566375	myotubularin-related protein 2 [Source:VB Community Annotation]	GO:0008150	biological_process
5566375	myotubularin-related protein 2 [Source:VB Community Annotation]	GO:0016791	phosphatase activity
5566375	myotubularin-related protein 2 [Source:VB Community Annotation]	GO:0003674	molecular_function
5569518	lipoma preferred partner/lpp [Source:VB Community Annotation]	GO:0003674	molecular_function
5569518	lipoma preferred partner/lpp [Source:VB Community Annotation]	GO:0043167	ion binding
5565334		GO:0007165	signal transduction
5565334		GO:0008150	biological_process
5565334		GO:0003674	molecular_function
5564787	kynurenine aminotransferase [Source:VB Community Annotation]	GO:0003674	molecular_function
5564787	kynurenine aminotransferase [Source:VB Community Annotation]	GO:0008150	biological_process
5564787	kynurenine aminotransferase [Source:VB Community Annotation]	GO:0043167	ion binding
5564787	kynurenine aminotransferase [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5573896	Uricase [Source:UniProtKB/TrEMBL;Acc:Q17J02]	GO:0009056	catabolic process
5573896	Uricase [Source:UniProtKB/TrEMBL;Acc:Q17J02]	GO:0008150	biological_process
5573896	Uricase [Source:UniProtKB/TrEMBL;Acc:Q17J02]	GO:0044281	small molecule metabolic process
5573896	Uricase [Source:UniProtKB/TrEMBL;Acc:Q17J02]	GO:0034641	cellular nitrogen compound metabolic process
5573896	Uricase [Source:UniProtKB/TrEMBL;Acc:Q17J02]	GO:0003674	molecular_function
5573896	Uricase [Source:UniProtKB/TrEMBL;Acc:Q17J02]	GO:0016491	oxidoreductase activity
5573896	Uricase [Source:UniProtKB/TrEMBL;Acc:Q17J02]	GO:0005575	cellular_component
5573896	Uricase [Source:UniProtKB/TrEMBL;Acc:Q17J02]	GO:0043226	organelle
5573896	Uricase [Source:UniProtKB/TrEMBL;Acc:Q17J02]	GO:0005737	cytoplasm
5573896	Uricase [Source:UniProtKB/TrEMBL;Acc:Q17J02]	GO:0005777	peroxisome
5573896	Uricase [Source:UniProtKB/TrEMBL;Acc:Q17J02]	GO:0005623	cell
5573896	Uricase [Source:UniProtKB/TrEMBL;Acc:Q17J02]	GO:0005622	intracellular
5563881	nervy [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5563881	nervy [Source:VB Community Annotation]	GO:0008150	biological_process
5563881	nervy [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5563881	nervy [Source:VB Community Annotation]	GO:0003674	molecular_function
5563881	nervy [Source:VB Community Annotation]	GO:0003700	DNA-binding transcription factor activity
5578961	p19 protein, putative [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5578961	p19 protein, putative [Source:VB Community Annotation]	GO:0008150	biological_process
110674134		GO:0008150	biological_process
110674134		GO:0043226	organelle
110674134		GO:0032991	protein-containing complex
110674134		GO:0005856	cytoskeleton
110674134		GO:0005622	intracellular
110674134		GO:0043167	ion binding
110674134		GO:0005623	cell
110674134		GO:0005575	cellular_component
110674134		GO:0003674	molecular_function
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005634	nucleus
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0065003	protein-containing complex assembly
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0009058	biosynthetic process
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0051276	chromosome organization
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0022607	cellular component assembly
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0034641	cellular nitrogen compound metabolic process
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0008150	biological_process
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003674	molecular_function
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005622	intracellular
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005623	cell
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005694	chromosome
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005575	cellular_component
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003677	DNA binding
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0032991	protein-containing complex
110679804	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0043226	organelle
5578071	T-box transcription factor tbx6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FZR2]	GO:0003674	molecular_function
5578071	T-box transcription factor tbx6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FZR2]	GO:0003677	DNA binding
5578071	T-box transcription factor tbx6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FZR2]	GO:0003700	DNA-binding transcription factor activity
5578071	T-box transcription factor tbx6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FZR2]	GO:0005634	nucleus
5578071	T-box transcription factor tbx6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FZR2]	GO:0005623	cell
5578071	T-box transcription factor tbx6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FZR2]	GO:0005622	intracellular
5578071	T-box transcription factor tbx6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FZR2]	GO:0005575	cellular_component
5578071	T-box transcription factor tbx6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FZR2]	GO:0043226	organelle
5578071	T-box transcription factor tbx6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FZR2]	GO:0008150	biological_process
5578071	T-box transcription factor tbx6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FZR2]	GO:0034641	cellular nitrogen compound metabolic process
5578071	T-box transcription factor tbx6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FZR2]	GO:0009058	biosynthetic process
5575746		GO:0034641	cellular nitrogen compound metabolic process
5575746		GO:0008150	biological_process
5575746		GO:0003723	RNA binding
5575746		GO:0003674	molecular_function
5570733	srpk [Source:VB Community Annotation]	GO:0003674	molecular_function
5570733	srpk [Source:VB Community Annotation]	GO:0006464	cellular protein modification process
5570733	srpk [Source:VB Community Annotation]	GO:0008150	biological_process
5570733	srpk [Source:VB Community Annotation]	GO:0016301	kinase activity
5570733	srpk [Source:VB Community Annotation]	GO:0043167	ion binding
5577129	Vitelline membrane protein 15a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q16KE2]	GO:0000003	reproduction
5577129	Vitelline membrane protein 15a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q16KE2]	GO:0008150	biological_process
5577129	Vitelline membrane protein 15a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q16KE2]	GO:0003674	molecular_function
5577129	Vitelline membrane protein 15a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q16KE2]	GO:0030154	cell differentiation
5577129	Vitelline membrane protein 15a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q16KE2]	GO:0048856	anatomical structure development
5577129	Vitelline membrane protein 15a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q16KE2]	GO:0005575	cellular_component
5577129	Vitelline membrane protein 15a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q16KE2]	GO:0005576	extracellular region
5577129	Vitelline membrane protein 15a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q16KE2]	GO:0005615	extracellular space
5577129	Vitelline membrane protein 15a-1 [Source:UniProtKB/Swiss-Prot;Acc:Q16KE2]	GO:0030234	enzyme regulator activity
5564642	alpha-glucosidase [Source:VB Community Annotation]	GO:0016798	hydrolase activity, acting on glycosyl bonds
5564642	alpha-glucosidase [Source:VB Community Annotation]	GO:0003674	molecular_function
5564642	alpha-glucosidase [Source:VB Community Annotation]	GO:0008150	biological_process
5564642	alpha-glucosidase [Source:VB Community Annotation]	GO:0005975	carbohydrate metabolic process
5568805	Protein phosphatase methylesterase 1 [Source:UniProtKB/TrEMBL;Acc:Q17M26]	GO:0008150	biological_process
5568805	Protein phosphatase methylesterase 1 [Source:UniProtKB/TrEMBL;Acc:Q17M26]	GO:0006464	cellular protein modification process
5568805	Protein phosphatase methylesterase 1 [Source:UniProtKB/TrEMBL;Acc:Q17M26]	GO:0003674	molecular_function
5567491	elongation factor 1-beta2 [Source:VB Community Annotation]	GO:0003674	molecular_function
5567491	elongation factor 1-beta2 [Source:VB Community Annotation]	GO:0003723	RNA binding
5567491	elongation factor 1-beta2 [Source:VB Community Annotation]	GO:0008135	translation factor activity, RNA binding
5567491	elongation factor 1-beta2 [Source:VB Community Annotation]	GO:0005623	cell
5567491	elongation factor 1-beta2 [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5567491	elongation factor 1-beta2 [Source:VB Community Annotation]	GO:0005737	cytoplasm
5567491	elongation factor 1-beta2 [Source:VB Community Annotation]	GO:0005622	intracellular
5567491	elongation factor 1-beta2 [Source:VB Community Annotation]	GO:0005575	cellular_component
5567491	elongation factor 1-beta2 [Source:VB Community Annotation]	GO:0006412	translation
5567491	elongation factor 1-beta2 [Source:VB Community Annotation]	GO:0008150	biological_process
5567491	elongation factor 1-beta2 [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5567491	elongation factor 1-beta2 [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
110680865		GO:0003674	molecular_function
5577615		GO:0003674	molecular_function
5563970	acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate [Source:VB Community Annotation]	GO:0003674	molecular_function
5563970	acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate [Source:VB Community Annotation]	GO:0005886	plasma membrane
5563970	acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate [Source:VB Community Annotation]	GO:0055085	transmembrane transport
5563970	acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate [Source:VB Community Annotation]	GO:0007165	signal transduction
5563970	acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate [Source:VB Community Annotation]	GO:0008150	biological_process
5563970	acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate [Source:VB Community Annotation]	GO:0006810	transport
5563970	acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate [Source:VB Community Annotation]	GO:0005575	cellular_component
5563970	acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate [Source:VB Community Annotation]	GO:0005623	cell
5563970	acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate [Source:VB Community Annotation]	GO:0022857	transmembrane transporter activity
